0.053657926	0.162790698	0.88172043	0.714285714
0.089850525	0.369767442	0.838709677	0.714285714
0.663157448	0.030232558	0.88172043	0.714285714
0.01800443	0.276744186	0.978494624	0.607142857
0.01413379	0.041860465	0.860215054	0.714285714
0.01424888	0.037209302	0.784946237	0.607142857
0.044016662	0.027906977	0.978494624	0.607142857
0.020132575	0.062790698	0.741935484	0.482142857
0.013249419	0.353488372	0.903225806	0.607142857
0.01138174	0.311627907	0.956989247	0.607142857
0.019383484	0.176744186	0.849462366	0.714285714
0.037248595	0.251162791	0.892473118	0.357142857
0.01554717	0.372093023	0.849462366	0.714285714
0.047011006	0.102325581	0.838709677	0.357142857
0.019599529	0.281395349	0.827956989	0.482142857
0.006158294	0.137209302	0.849462366	0.714285714
0.019094751	0.051162791	0.784946237	0.357142857
0.03557677	0.034883721	0.870967742	0.714285714
0.26712864	0.239534884	0.817204301	0.892857143
0.014335702	0.013953488	0.849462366	0.714285714
0.002624847	0.306976744	0.698924731	0.714285714
0.208473409	0.06744186	0.688172043	0.892857143
0.019181573	0.330232558	0.817204301	0.714285714
0.046053947	0.234883721	0.935483871	0.714285714
0.017600607	0.046511628	0.935483871	0.714285714
0.074951491	0.113953488	0.52688172	0.714285714
0.044824307	0.025581395	0.967741935	0.446428571
0.074909089	0.351162791	0.817204301	0.892857143
0.027459936	0.086046512	0.419354839	0.803571429
0.057237813	0.025581395	0.849462366	0.357142857
0.01843652	0.286046512	0.903225806	0.607142857
0.022749345	0.023255814	0.88172043	0.714285714
0.128254053	0.181395349	0.903225806	0.714285714
0.004559157	0.202325581	0.752688172	0.607142857
0.093283017	0.455813953	0.817204301	0.892857143
0.261878946	0.190697674	1	0.714285714
0.038918402	0.23255814	0.849462366	0.714285714
0.046405272	0.018604651	0.311827957	0.482142857
0.002509757	0.244186047	0.376344086	0.714285714
0.00564544	0.097674419	0.11827957	0.482142857
0.014083313	0.374418605	0.892473118	0.714285714
0.109738787	0.1	0.698924731	0.607142857
0.033921097	0.030232558	0.709677419	0.446428571
0.051992158	0.334883721	0.860215054	0.714285714
0.015395736	0.037209302	0.870967742	0.357142857
0.006442989	0.1	0.129032258	0.482142857
0.029816241	0.060465116	0.709677419	0.714285714
0.019030139	0.109302326	0.677419355	0.714285714
0.021301641	0.1	0.924731183	0.714285714
0.021154246	0.172093023	0.52688172	0.607142857
0.046861592	0.088372093	0.838709677	0.357142857
0.038363146	0.490697674	0.870967742	0.714285714
0.09575643	0.106976744	0.752688172	0.714285714
0.027459936	0.009302326	0.64516129	0.714285714
0.122762066	0.18372093	0.849462366	0.714285714
0.053126899	0.181395349	0.892473118	0.607142857
0.20150747	0.193023256	0.688172043	0.714285714
0.09655398	0.211627907	0.849462366	0.714285714
0.079452094	0.074418605	0.35483871	0.714285714
0.033987728	0.079069767	0.892473118	0.482142857
0.045530996	0.158139535	0.913978495	0.482142857
0.083591275	0.039534884	0.172043011	0.160714286
0.03432492	0.311627907	0.849462366	0.714285714
0.015749081	0.297674419	0.698924731	0.892857143
0.02968096	0.279069767	1	0.839285714
0.016623357	0.025581395	0.849462366	0.714285714
0.026181837	0.025581395	0.731182796	0.607142857
0.041290859	0.176744186	0.76344086	0.607142857
0.05346611	0.025581395	0.978494624	0.714285714
0.053223817	0.030232558	1	0.607142857
0.038484292	0.334883721	0.849462366	0.714285714
0.11724383	0.162790698	0.870967742	0.714285714
0.023084518	0.158139535	0.967741935	0.714285714
0.015749081	0.51627907	0.817204301	0.892857143
0.001110512	0.302325581	0.698924731	0.714285714
0.028671404	0.023255814	0.838709677	0.482142857
0.028729958	0.058139535	0.860215054	0.482142857
0.72146943	0.030232558	0.956989247	0.607142857
0.017364371	0.337209302	0.956989247	0.892857143
0.032608674	0.348837209	0.698924731	0.892857143
0.046116539	0.03255814	0.989247312	0.607142857
0.018844381	0.179069767	0.602150538	0.714285714
0.012720411	0.841860465	0.935483871	0.714285714
0.032103895	0.223255814	0.666666667	0.714285714
0.002073629	0.469767442	0.580645161	0.607142857
0.07961968	0.21627907	0.838709677	0.607142857
0.001211468	0.081395349	0.430107527	0.839285714
0.036061357	0.36744186	0.903225806	0.714285714
0.047247242	0.060465116	0.602150538	0.607142857
0.036041166	0.081395349	0.946236559	0.803571429
0.01413379	0.725581395	0.817204301	0.714285714
0.01716246	0.088372093	0.892473118	0.714285714
0.054667482	0.046511628	0.688172043	0.714285714
0.093182061	0.109302326	0.903225806	0.482142857
0.049819592	0.074418605	0.849462366	0.357142857
0.020179015	0.069767442	0.204301075	0.607142857
0.034930654	0.362790698	0.88172043	0.714285714
0.011064739	0.572093023	0.967741935	0.714285714
0.257992154	0.079069767	0.76344086	0.714285714
0.060111011	0.1	0.387096774	0.714285714
0.022024484	0.234883721	0.537634409	0.357142857
0.046423444	0.030232558	0.698924731	0.839285714
0.054192991	0.281395349	0.924731183	0.714285714
0.509690732	0.025581395	0.860215054	0.607142857
0.070971819	0.044186047	0.709677419	0.446428571
0.040852712	0.206976744	0.870967742	0.892857143
0.023623621	0.553488372	0.892473118	0.714285714
0.052573662	0.041860465	0.688172043	0.714285714
0.102140865	0.1	0.204301075	0.357142857
0.00935455	0.037209302	0.344086022	0.839285714
0.059614309	0.134883721	0.76344086	0.714285714
0.040830502	0.176744186	0.838709677	0.357142857
0.073620895	0.186046512	0.849462366	0.482142857
0.01554717	0.413953488	0.849462366	0.714285714
0.05722166	0.28372093	0.88172043	0.714285714
0.0375555	0.088372093	0.903225806	0.714285714
0.421186956	0.202325581	1	0.714285714
0.041109139	0.025581395	0.849462366	0.714285714
